,Product_code,Words,sentences
187,B095YC11CF,battery,""", 'Battery capacity is very bad
This device has battery backup is very poor
Nice product
I like laptop which designed in light weight and with good look
Battery backup is good.for general use it is very good."
188,B095YC11CF,battery,"Good loking thin and light weight
All is good except its battery life,It works only for 4-5 hours."
189,B095YC11CF,battery,"Na
Value worth buying, good one
Overall good, battery life might be better.."
190,B095YC11CF,battery,"Battery life wise very bad
Nice
Very fantastic laptop with top features great at this range
Battery is good
I suggest to go for i5 if planning to purchase i3
Hard disk crashed, what the sit
Like this productValue for money
Very good quality and very good battery life."
191,B095YC11CF,battery,"Battery available only for 3 hours
Battery back up is very poor
Good one
Used product recieved
Overall good bit very low battery backup
Excellent👏
Dislike batteries backup."
192,B095YC11CF,battery,"Nice with this price
Thanks
HP genuine Product working perfect
Gud battery life,user friendly
Very slow
Light weight with good design
Some what slow
Very nice product
Goog product."
193,B095YC11CF,battery,"This is good for gaming.the only problem i noticed that after 1 year the wifi,bluetooth adaptors not working, sometimes the lap dosent open and lagging.the battery backup is good.this laptop is good for office,home workIf this review is helpful plzz click the button below
Hi All,I have recently purchased this laptop, and on the very next day, it is getting hanged, unable to run the apps properly."
194,B095YC11CF,battery,"Its display is awsome ,Its battery gives us 5-6 hours of battery backup , Its performance is greater than 8th gen i5 we can play gta v in it easily .So please go for it .It is so valuable  its speakers are also good
Slowness."
195,B095YC11CF,performance,"I got this laptop @28k after exchanging my old laptop.If you don't do coding or heavy tasking then I would still say at least add SSD because boot time and performance is average which may annoy you so it's better to add SSD.Also this laptop is not very heavy gaming like PUBG PC, Apex Legends etc."
196,B095YC11CF,performance,"It is a 11th gen i3 processor, but the performance is dead slow."
197,B095YC11CF,performance,My 7 year old Dell laptop has much more faster performance and good built.
198,B095YC11CF,performance,Very worst and poor performance and taking the much time to open the applications and folders as well.
199,B095YC11CF,performance,"Chrome doesnt open fast, had to do some diagnostics to improve performance (marginal)."
200,B095YC11CF,performance,"I have now scheduled a technician visit, if that doesnt solve, I'm returning.After writing this review, I see good performance :) not sure what changed."
201,B095YC11CF,performance,"IIS not working I showen in hp show he as given me doan letter it is not
Please don't west your money3months I'm buying the productEvery 5days I'm going to hp service centerHe's clean the ram and hard diskRunning performance very very very slowly
I bought this Laptop considering HP name."
202,B095YC11CF,performance,"Not happy with the performance
laptop is great in performance side it can do daily task like browser, online classes, any microsoft office workand very light gaming(it takes a lot of time to load a game due to hard drive).battery life when power saver is off its 3 hours more or less with 50% of brightness.power saver is on its around 6 hours on 50% of brightness.i only do browser work so its not consume more power.it can play 8k video on youtube easily with no problem.it bought it rupees 40K which a good deal for me.if you want good battery life don't buy it."
203,B095YC11CF,performance,"All good once the initial setup is completed.Battery life, performance are excellent."
204,B095YC11CF,performance,Laptop was delivered the same day it was ordered and the exchange formalities too went off smoothly.Laptop performance:Speed: It is good for all Microsoft office functions which are the basic ones.
205,B095YC11CF,performance,Great performance from the I3 processor and 8 GB of RAM.
206,B095YC11CF,performance,"I had bought on 7th May and within a month product...performance is very slow and it's asking system updating in weak, while I using last weak it was suddenly blank the screen for 20 minutes and Fan sound is coming very bad just like hard disk will be blast, I had contact with hp support and they solved the issue if I get again I will send it back for replaceI think this product weight is more than 2kg
Laptop is very slow."
207,B095YC11CF,performance,"(as per the price range)
Pros= 1- Display quality is good and bright2- Light weight3- Slim4- 1tb hard drive 5400 rpm5-button response is good6-speakers are decent7- web cam is good8- touch pad and button is good9- performanceCons=1- battery backup is not good2- no ssd installed but there is a slot for ssd3- no backlit keyboard4-only 2 usb port5- plastic frame of display
Quality not good and 100% battery charging 4 hours completed and charger heating during charging time and C drive partitions issue, please give any suggestions for laptop replacement."
208,B095YC11CF,performance,"I exchanged old Dell laptop and impressed much with performance, light weight and price."
209,B095YC11CF,performance,"But overall good considering it has 8GB RAM and M&S Office in built
Looking for a good performance laptop at this range , go for it."
210,B095YC11CF,performance,"Services are horrible, it's mike.and camera issue persists for last one month no support from HP.I won't suggest anyone to go for this product
Really bad performance..takes 10 mins too boot..then another 10 mins to get to speed to start working even then take few minutes to open any browser."
211,B095YC11CF,performance,Looks bit delicate as it has plastic body.Overall good performance as of now.
212,B095YC11CF,performance,"otherwise normal speed and performance
Don't waste your money: worst laptop I ever used"", ""Not good."
213,B095YC11CF,performance,"Battery life is very strong 8 HoursLight weightBetter performance in other laptopVery well35000 Value For MoneyThanks Amazon
After almost 3 months uses I am giving this review.This is worthless product."
214,B095YC11CF,performance,To ignore the cons I would recommend just add SSD to this and enjoy your laptop with smooth performance.
215,B095YC11CF,performance,"Laptop is good lokkwise but a little bit slow in performance and the battery must be improved, although the price is attractive but better performance is expected from HP
Heat up issues
Worst performance ."
216,B095YC11CF,performance,"Need to improve means definitely power socket in laptop is at the edge of corner sometimes cord comes out while charging from laptop end
One of the worst laptop hp could offer , not at all worth the money go for lenovo at this price range
The Laptop is really a best product and value for money 💵The performance of the Laptop is good 🤠I got more then what I expected from HPThank you 😊
The all round performance of the laptop is good."
217,B095YC11CF,performance,I will.update the performance after few weeks.
